1.000000000000000036e-10,1.720824580652818200e-35,2.467414380791350416e-26,2.832180770552234915e-17,2.882324724144129420e-08,2.882324726976310142e-08
2.050000000000000159e-10,5.394146394404273958e-35,2.385736697869690205e-25,1.762636455547356542e-16,1.154638526500001797e-07,1.154638528262638317e-07
3.152500000000000229e-10,1.125047657489574503e-34,1.023919206430091412e-24,5.477691738763538977e-16,2.598199808262260462e-07,2.598199813739952123e-07
4.310125000000000665e-10,1.954067603545859184e-34,3.050351503408255435e-24,1.260247557493778415e-15,4.616415604087649622e-07,4.616415616690125037e-07
5.525631250000000682e-10,3.054046109064302817e-34,7.360015447264614302e-24,2.445843112810074945e-15,7.206452449333320954e-07,7.206452473791752001e-07
6.801912812500001037e-10,4.455548750009897126e-34,1.547162045302413829e-23,4.253064318974903397e-15,1.036599887758225214e-06,1.036599892011289450e-06
8.142008453125001307e-10,6.192719418131562498e-34,2.950801653903910081e-23,6.848835152284352212e-15,1.409407139546143727e-06,1.409407146394978970e-06
9.549108875781251796e-10,8.303983521681996323e-34,5.235307174686513302e-23,1.042106152463897336e-14,1.839182434990503306e-06,1.839182445411564902e-06
1.102656431957031590e-09,1.083291308347454314e-33,8.784530092475587038e-23,1.518183123245211555e-14,2.326338150341151172e-06,2.326338165522982201e-06
1.257789253554883155e-09,1.382930503731346153e-33,1.410179132972294533e-22,2.137139504367422009e-14,2.871669923235480053e-06,2.871669944606875172e-06
1.420678716232627391e-09,1.735053863878462842e-33,2.183979180780140129e-22,2.926311376837989353e-14,3.476447190750460341e-06,3.476447220013574608e-06
1.591712652044258901e-09,2.146329956663280257e-33,3.283809450086449589e-22,3.916960580408889982e-14,4.142509495854889147e-06,4.142509535024494613e-06
1.771298284646471883e-09,2.624578927005410993e-33,4.817039237643590400e-22,5.145039748718860116e-14,4.872370935064792360e-06,4.872370986515190562e-06
1.959863198878795639e-09,3.179058226995093920e-33,6.920453449688952714e-22,6.652147268883002627e-14,5.669336277950712602e-06,5.669336344472185923e-06
2.157856358822735613e-09,3.820835743266409562e-33,9.767934206150300721e-22,8.486725005469111939e-14,6.537633847957077300e-06,6.537633932824327958e-06
2.357856358822735750e-09,4.532952937894700179e-33,1.341411222632388990e-21,1.061423161692050749e-13,7.446603742576228267e-06,7.446603848718546068e-06
2.557856358822735886e-09,5.312473353268034050e-33,1.795246458831386604e-21,1.303149263395818614e-13,8.387012806344434505e-06,8.387012936659362462e-06
2.757856358822736023e-09,6.163625213249925652e-33,2.351273241699198723e-21,1.575396848747306837e-13,9.358794313668907097e-06,9.358794471208593756e-06
2.957856358822736159e-09,7.091467846106458104e-33,3.023595341766620348e-21,1.879842163383120955e-13,1.036244322437927359e-05,1.036244341236349278e-05
3.157856358822736296e-09,8.101984110479989708e-33,3.827599559734601700e-21,2.218317361639511610e-13,1.139892561486325468e-05,1.139892583669499345e-05
3.357856358822736432e-09,9.202192889038522178e-33,4.780136087813995604e-21,2.592836714280347241e-13,1.246961754586462965e-05,1.246961780514830627e-05
3.557856358822736569e-09,1.040028489579010809e-32,5.899729504483728291e-21,3.005624342352316447e-13,1.357626659940621879e-05,1.357626689996865865e-05
3.757856358822736705e-09,1.170578574486068081e-32,7.206824991877336040e-21,3.459144378457881272e-13,1.472097114199158631e-05,1.472097148790603025e-05
3.957856358822736842e-09,1.312975115773028383e-32,8.724075422618724431e-21,3.956134400089688352e-13,1.590617375086457005e-05,1.590617414647801996e-05
4.157856358822736979e-09,1.468500033736365260e-32,1.047667617808563427e-20,4.499642975452508488e-13,1.713466628734189789e-05,1.713466673730620619e-05
4.357856358822737115e-09,1.638639495879665723e-32,1.249275598563253066e-20,5.093072202821282126e-13,1.840960490542670576e-05,1.840960541473393906e-05
4.557856358822737252e-09,1.825117298601335853e-32,1.480383375927796036e-20,5.740226206114127606e-13,1.973453391232102283e-05,1.973453448634365700e-05
4.757856358822737388e-09,2.029934871552583986e-32,1.744535346907353479e-20,6.445366671099654922e-13,2.111341790069640113e-05,2.111341854523308482e-05
4.957856358822737525e-09,2.255419318609692372e-32,2.045731153635779952e-20,7.213276670143345385e-13,2.255068198917566926e-05,2.255068271050335706e-05
5.157856358822737661e-09,2.504281253427743937e-32,2.388499426295245977e-20,8.049334232651087662e-13,2.405126036727191910e-05,2.405126117220536715e-05
5.357856358822737798e-09,2.779684621545662933e-32,2.777984648577270263e-20,8.959597379854245620e-13,2.562065366786356950e-05,2.562065456382333530e-05
5.557856358822737934e-09,3.085331250872260286e-32,3.220049717169966666e-20,9.950902665402888840e-13,2.726499600390953112e-05,2.726499699899983278e-05
5.757856358822738071e-09,3.425563571985836248e-32,3.721397324175039039e-20,1.103097965952825805e-12,2.899113282380304683e-05,2.899113392690105053e-05
5.957856358822738207e-09,3.805489843581444244e-32,4.289713980551575282e-20,1.220858430005830909e-12,3.080671107755878299e-05,3.080671229841725319e-05
6.157856358822738344e-09,4.231137365443497959e-32,4.933841353581291077e-20,1.349365462849724471e-12,3.272028355981673894e-05,3.272028490918225030e-05
6.357856358822738480e-09,4.709640639563570033e-32,5.663980655264192265e-20,1.489749315940808407e-12,3.474142972218908484e-05,3.474143121193845553e-05
6.557856358822738617e-09,5.249473353490106250e-32,6.491937146972622622e-20,1.643298102912999315e-12,3.688089574540126628e-05,3.688089738869943472e-05
6.757856358822738753e-09,5.860735547957798356e-32,7.431413489986899647e-20,1.811483017694933348e-12,3.915075725256815579e-05,3.915075906405124823e-05
6.957856358822738890e-09,6.555510580651791373e-32,8.498362763842279874e-20,1.995988118114335716e-12,4.156460875457226764e-05,4.156461075056047444e-05
7.157856358822739027e-09,7.348310762876172492e-32,9.711414614152932674e-20,2.198745607140088127e-12,4.413778477831134723e-05,4.413778697705704934e-05
7.357856358822739163e-09,8.256636170001156007e-32,1.109239133412277400e-19,2.421977755460930949e-12,4.688761867749700982e-05,4.688762109947487060e-05
