x,t=9.00e+03s,t=2.16e+04s,t=8.28e+04s,t=1.09e+05s,t=1.72e+05s,t=2.44e+05s,t=3.60e+05s
5.050505050505050260e-09,2.061014406460176098e+26,2.062229514580300809e+26,2.063291854924833586e+26,2.063431733471016434e+26,2.063641457462868090e+26,9.962661193161675127e+25,9.127811248167619614e+25
5.555555555555555948e-09,2.060774627660335839e+26,2.062077087595854726e+26,2.063215140741251836e+26,2.063364941902892787e+26,2.063589522875020040e+26,9.972233639596448182e+25,9.135274820351932985e+25
6.060606060606060808e-09,2.060534422369498167e+26,2.061924487470251588e+26,2.063138382517147588e+26,2.063298116929842546e+26,2.063537568071073944e+26,9.981763406453565760e+25,9.142713096210857351e+25
6.565656565656565669e-09,2.060293789481473641e+26,2.061771713916683787e+26,2.063061580215621576e+26,2.063231258527474765e+26,2.063485593039636115e+26,9.991250863605662531e+25,9.150126229915696954e+25
7.070707070707071356e-09,2.060052727886360591e+26,2.061618766647717681e+26,2.062984733799724024e+26,2.063164366671379253e+26,2.063433597769298430e+26,1.000069637649510924e+26,9.157514374364313697e+25
7.575757575757576217e-09,2.059811236470524506e+26,2.061465645375308711e+26,2.062907843232465986e+26,2.063097441337111463e+26,2.063381582248639371e+26,1.001010030619999889e+26,9.164877681194281767e+25
8.080808080808081077e-09,2.059569314116605935e+26,2.061312349810797279e+26,2.062830908476822784e+26,2.063030482500219973e+26,2.063329546466243600e+26,1.001946300949918280e+26,9.172216300795722714e+25
8.585858585858585938e-09,2.059326959703473417e+26,2.061158879664900845e+26,2.062753929495727131e+26,2.062963490136216942e+26,2.063277490410672074e+26,1.002878483893587056e+26,9.179530382324052918e+25
9.090909090909090799e-09,2.059084172106236534e+26,2.061005234647714614e+26,2.062676906252070166e+26,2.062896464220595287e+26,2.063225414070485749e+26,1.003806614288037600e+26,9.186820073712548943e+25
9.595959595959595659e-09,2.058840950196212583e+26,2.060851414468712911e+26,2.062599838708701796e+26,2.062829404728828338e+26,2.063173317434235615e+26,1.004730726559155243e+26,9.194085521684780606e+25
1.010101010101010052e-08,2.058597292840918676e+26,2.060697418836746087e+26,2.062522726828436539e+26,2.062762311636359192e+26,2.063121200490463733e+26,1.005650854727730013e+26,9.201326871766861946e+25
1.060606060606060703e-08,2.058353198904054900e+26,2.060543247460040522e+26,2.062445570574046648e+26,2.062695184918616167e+26,2.063069063227704943e+26,1.006567032415389877e+26,9.208544268299616286e+25
1.111111111111111190e-08,2.058108667245485421e+26,2.060388900046187969e+26,2.062368369908254900e+26,2.062628024550993226e+26,2.063016905634483436e+26,1.007479292850434505e+26,9.215737854450490475e+25
1.161616161616161676e-08,2.057863696721235393e+26,2.060234376302159647e+26,2.062291124793761049e+26,2.062560830508873332e+26,2.062964727699318251e+26,1.008387668873574554e+26,9.222907772225482870e+25
1.212121212121212162e-08,2.057618286183454533e+26,2.060079675934292493e+26,2.062213835193210220e+26,2.062493602767607842e+26,2.062912529410718116e+26,1.009292192943558414e+26,9.230054162480731155e+25
1.262626262626262648e-08,2.057372434480416780e+26,2.059924798648289505e+26,2.062136501069207679e+26,2.062426341302526118e+26,2.062860310757182825e+26,1.010192897142710658e+26,9.237177164934160299e+25
1.313131313131313134e-08,2.057126140456503459e+26,2.059769744149220778e+26,2.062059122384325704e+26,2.062359046088935535e+26,2.062808071727204961e+26,1.011089813182372387e+26,9.244276918176812672e+25
1.363636363636363620e-08,2.056879402952180947e+26,2.059614512141523155e+26,2.061981699101090536e+26,2.062291717102122165e+26,2.062755812309267825e+26,1.011982972408247266e+26,9.251353559684200507e+25
1.414141414141414271e-08,2.056632220803990362e+26,2.059459102328987517e+26,2.061904231181987182e+26,2.062224354317341153e+26,2.062703532491847161e+26,1.012872405805654438e+26,9.258407225827383481e+25
1.464646464646464757e-08,2.056384592844521799e+26,2.059303514414776990e+26,2.061826718589460790e+26,2.062156957709830812e+26,2.062651232263408405e+26,1.013758144004696403e+26,9.265438051884039419e+25
1.515151515151515243e-08,2.056136517902415697e+26,2.059147748101408740e+26,2.061749161285917340e+26,2.062089527254804369e+26,2.062598911612413213e+26,1.014640217285334464e+26,9.272446172049299638e+25
1.565656565656565729e-08,2.055887994802329519e+26,2.058991803090755686e+26,2.061671559233718144e+26,2.062022062927451345e+26,2.062546570527309154e+26,1.015518655582376215e+26,9.279431719446541344e+25
1.616161616161616215e-08,2.055639022364931902e+26,2.058835679084049940e+26,2.061593912395188436e+26,2.061954564702936864e+26,2.062494208996539673e+26,1.016393488490384519e+26,9.286394826137973863e+25
1.666666666666666702e-08,2.055389599406878954e+26,2.058679375781875586e+26,2.061516220732608438e+26,2.061887032556402686e+26,2.062441827008536879e+26,1.017264745268497663e+26,9.293335623135149289e+25
1.717171717171717188e-08,2.055139724740800853e+26,2.058522892884169374e+26,2.061438484208216800e+26,2.061819466462966520e+26,2.062389424551723943e+26,1.018132454845169111e+26,9.300254240409382072e+25
1.767676767676767674e-08,2.054889397175288445e+26,2.058366230090220027e+26,2.061360702784213340e+26,2.061751866397723053e+26,2.062337001614517854e+26,1.018996645822829950e+26,9.307150806901933246e+25
1.818181818181818160e-08,2.054638615514876755e+26,2.058209387098665839e+26,2.061282876422755619e+26,2.061684232335745326e+26,2.062284558185329073e+26,1.019857346482471447e+26,9.314025450534177475e+25
1.868686868686868646e-08,2.054387378560016807e+26,2.058052363607491926e+26,2.061205005085959275e+26,2.061616564252078891e+26,2.062232094252551911e+26,1.020714584788152362e+26,9.320878298217636096e+25
1.919191919191919132e-08,2.054135685107075970e+26,2.057895159314028505e+26,2.061127088735902496e+26,2.061548862121747310e+26,2.062179609804582053e+26,1.021568388391423963e+26,9.327709475863853825e+25
1.969696969696969618e-08,2.053883533948308066e+26,2.057737773914948495e+26,2.061049127334612961e+26,2.061481125919749065e+26,2.062127104829798349e+26,1.022418784635692514e+26,9.334519108394189568e+25
