x,t=9.00e+03s,t=2.16e+04s,t=8.28e+04s,t=1.09e+05s,t=1.72e+05s,t=2.44e+05s,t=3.60e+05s
2.020202020202020104e-08,2.053630923871843063e+26,2.057580207106270945e+26,2.060971120844087082e+26,2.061413355621063049e+26,2.062074579316578274e+26,1.023265800560502213e+26,9.341307319749485249e+25
2.070707070707070921e-08,2.053377853661662330e+26,2.057422458583354857e+26,2.060893069226276945e+26,2.061345551200638609e+26,2.062022033253282809e+26,1.024109462905745467e+26,9.348074232899590327e+25
2.121212121212121407e-08,2.053124322097596584e+26,2.057264528040890591e+26,2.060814972443083442e+26,2.061277712633405161e+26,2.061969466628270189e+26,1.024949798115808390e+26,9.354819969852870860e+25
2.171717171717171893e-08,2.052870327955289805e+26,2.057106415172916701e+26,2.060736830456381351e+26,2.061209839894264291e+26,2.061916879429889713e+26,1.025786832343649133e+26,9.361544651665515834e+25
2.222222222222222379e-08,2.052615870006197177e+26,2.056948119672801042e+26,2.060658643227992879e+26,2.061141932958100748e+26,2.061864271646481060e+26,1.026620591454801999e+26,9.368248398450736986e+25
2.272727272727272865e-08,2.052360947017561383e+26,2.056789641233246264e+26,2.060580410719702782e+26,2.061073991799768013e+26,2.061811643266373258e+26,1.027451101031320220e+26,9.374931329387927390e+25
2.323232323232323351e-08,2.052105557752392328e+26,2.056630979546284312e+26,2.060502132893250804e+26,2.061006016394099641e+26,2.061758994277890181e+26,1.028278386375657748e+26,9.381593562731672302e+25
2.373737373737373837e-08,2.051849700969456144e+26,2.056472134303280555e+26,2.060423809710340267e+26,2.060938006715902040e+26,2.061706324669347800e+26,1.029102472514479583e+26,9.388235215820660356e+25
2.424242424242424323e-08,2.051593375423252175e+26,2.056313105194929316e+26,2.060345441132627079e+26,2.060869962739961347e+26,2.061653634429046623e+26,1.029923384202417802e+26,9.394856405086479655e+25
2.474747474747474809e-08,2.051336579863998193e+26,2.056153891911248030e+26,2.060267027121728661e+26,2.060801884441036898e+26,2.061600923545287504e+26,1.030741145925763515e+26,9.401457246062352022e+25
2.525252525252525295e-08,2.051079313037613570e+26,2.055994494141579994e+26,2.060188567639216054e+26,2.060733771793866039e+26,2.061548192006358582e+26,1.031555781906094395e+26,9.408037853391740107e+25
2.575757575757575781e-08,2.050821573685694192e+26,2.055834911574592994e+26,2.060110062646624903e+26,2.060665624773159316e+26,2.061495439800538032e+26,1.032367316103855308e+26,9.414598340836830814e+25
2.626262626262626267e-08,2.050563360545508679e+26,2.055675143898277928e+26,2.060031512105440690e+26,2.060597443353602534e+26,2.061442666916097158e+26,1.033175772221867640e+26,9.421138821286992946e+25
2.676767676767676753e-08,2.050304672349966086e+26,2.055515190799938155e+26,2.059952915977116944e+26,2.060529227509866382e+26,2.061389873341299704e+26,1.033981173708794481e+26,9.427659406767085389e+25
2.727272727272727240e-08,2.050045507827600788e+26,2.055355051966202554e+26,2.059874274223053590e+26,2.060460977216585127e+26,2.061337059064398762e+26,1.034783543762540003e+26,9.434160208445645041e+25
2.777777777777777726e-08,2.049785865702561482e+26,2.055194727083010746e+26,2.059795586804613446e+26,2.060392692448374138e+26,2.061284224073638492e+26,1.035582905333603661e+26,9.440641336643079891e+25
2.828282828282828543e-08,2.049525744694586794e+26,2.055034215835616190e+26,2.059716853683123940e+26,2.060324373179824731e+26,2.061231368357257554e+26,1.036379281128373571e+26,9.447102900839654220e+25
2.878787878787879029e-08,2.049265143518989470e+26,2.054873517908588928e+26,2.059638074819852713e+26,2.060256019385503484e+26,2.061178491903482586e+26,1.037172693612368007e+26,9.453545009683482396e+25
2.929292929292929515e-08,2.049004060886633359e+26,2.054712632985802875e+26,2.059559250176043354e+26,2.060187631039954299e+26,2.061125594700531632e+26,1.037963165013438074e+26,9.459967770998380072e+25
2.979797979797980001e-08,2.048742495503922071e+26,2.054551560750450246e+26,2.059480379712887914e+26,2.060119208117693588e+26,2.061072676736617584e+26,1.038750717324896852e+26,9.466371291791586541e+25
3.030303030303030487e-08,2.048480446072773208e+26,2.054390300885017512e+26,2.059401463391531712e+26,2.060050750593215087e+26,2.061019737999942683e+26,1.039535372308620184e+26,9.472755678261528316e+25
3.080808080808080642e-08,2.048217911290605998e+26,2.054228853071307724e+26,2.059322501173089490e+26,2.059982258440987448e+26,2.060966778478698860e+26,1.040317151498090267e+26,9.479121035805369682e+25
3.131313131313131459e-08,2.047954889850317581e+26,2.054067216990423340e+26,2.059243493018622044e+26,2.059913731635459739e+26,2.060913798161073238e+26,1.041096076201388556e+26,9.485467469026522020e+25
3.181818181818181614e-08,2.047691380440261366e+26,2.053905392322759008e+26,2.059164438889152716e+26,2.059845170151046325e+26,2.060860797035235415e+26,1.041872167504146061e+26,9.491795081742094713e+25
3.232323232323232431e-08,2.047427381744244969e+26,2.053743378748024585e+26,2.059085338745661557e+26,2.059776573962147482e+26,2.060807775089359457e+26,1.042645446272450353e+26,9.498103976990239542e+25
3.282828282828283248e-08,2.047162892441481421e+26,2.053581175945216621e+26,2.059006192549082918e+26,2.059707943043129815e+26,2.060754732311603279e+26,1.043415933155696911e+26,9.504394257037405743e+25
3.333333333333333403e-08,2.046897911206600509e+26,2.053418783592625572e+26,2.058927000260311983e+26,2.059639277368344123e+26,2.060701668690110024e+26,1.044183648589406272e+26,9.510666023385524631e+25
3.383838383838384220e-08,2.046632436709613726e+26,2.053256201367846111e+26,2.058847761840199264e+26,2.059570576912113373e+26,2.060648584213030735e+26,1.044948612798000813e+26,9.516919376779147832e+25
3.434343434343434375e-08,2.046366467615888503e+26,2.053093428947753073e+26,2.058768477249552327e+26,2.059501841648730640e+26,2.060595478868488968e+26,1.045710845797516083e+26,9.523154417212391391e+25
3.484848484848485192e-08,2.046100002586148553e+26,2.052930466008524823e+26,2.058689146449137160e+26,2.059433071552473193e+26,2.060542352644616527e+26,1.046470367398304051e+26,9.529371243936005284e+25
3.535353535353535347e-08,2.045833040276438137e+26,2.052767312225610953e+26,2.058609769399669587e+26,2.059364266597585659e+26,2.060489205529519788e+26,1.047227197207658878e+26,9.535569955464102772e+25
3.585858585858586164e-08,2.045565579338109347e+26,2.052603967273766304e+26,2.058530346061834509e+26,2.059295426758296860e+26,2.060436037511313718e+26,1.047981354632441489e+26,9.541750649581116536e+25
3.636363636363636319e-08,2.045297618417792564e+26,2.052440430827010417e+26,2.058450876396260476e+26,2.059226552008799540e+26,2.060382848578088544e+26,1.048732858881621672e+26,9.547913423348347636e+25
3.686868686868687136e-08,2.045029156157397137e+26,2.052276702558665674e+26,2.058371360363544082e+26,2.059157642323269951e+26,2.060329638717938960e+26,1.049481728968818298e+26,9.554058373110792796e+25
3.737373737373737292e-08,2.044760191194066378e+26,2.052112782141310569e+26,2.058291797924227293e+26,2.059088697675858230e+26,2.060276407918936296e+26,1.050227983714776315e+26,9.560185594503542186e+25
3.787878787878788108e-08,2.044490722160180652e+26,2.051948669246830217e+26,2.058212189038822522e+26,2.059019718040692526e+26,2.060223156169163221e+26,1.050971641749821919e+26,9.566295182458448646e+25
3.838383838383838264e-08,2.044220747683314770e+26,2.051784363546362064e+26,2.058132533667783772e+26,2.058950703391863534e+26,2.060169883456669416e+26,1.051712721516262759e+26,9.572387231210410364e+25
3.888888888888889081e-08,2.043950266386240740e+26,2.051619864710334715e+26,2.058052831771532747e+26,2.058881653703453360e+26,2.060116589769518997e+26,1.052451241270780571e+26,9.578461834303873459e+25
3.939393939393939236e-08,2.043679276886888594e+26,2.051455172408436667e+26,2.057973083310437208e+26,2.058812568949508719e+26,2.060063275095752370e+26,1.053187219086748233e+26,9.584519084598973782e+25
3.989898989898990053e-08,2.043407777798335740e+26,2.051290286309645856e+26,2.057893288244832615e+26,2.058743449104058459e+26,2.060009939423405472e+26,1.053920672856555401e+26,9.590559074277941573e+25
4.040404040404040208e-08,2.043135767728780501e+26,2.051125206082183618e+26,2.057813446535003579e+26,2.058674294141097756e+26,2.059956582740504280e+26,1.054651620293857353e+26,9.596581894851057718e+25
4.090909090909091025e-08,2.042863245281534218e+26,2.050959931393561417e+26,2.057733558141193477e+26,2.058605104034604262e+26,2.059903205035070301e+26,1.055380078935828990e+26,9.602587637162958765e+25
4.141414141414141842e-08,2.042590209054981040e+26,2.050794461910545109e+26,2.057653623023598269e+26,2.058535878758528141e+26,2.059849806295112674e+26,1.056106066145352175e+26,9.608576391398447156e+25
4.191919191919191997e-08,2.042316657642567971e+26,2.050628797299158725e+26,2.057573641142371998e+26,2.058466618286790353e+26,2.059796386508624731e+26,1.056829599113189849e+26,9.614548247088602103e+25
4.242424242424242814e-08,2.042042589632792492e+26,2.050462937224704053e+26,2.057493612457631598e+26,2.058397322593297423e+26,2.059742945663610457e+26,1.057550694860128697e+26,9.620503293116646514e+25
4.292929292929292969e-08,2.041768003609159612e+26,2.050296881351724906e+26,2.057413536929435590e+26,2.058327991651919116e+26,2.059689483748038791e+26,1.058269370239074586e+26,9.626441617723726304e+25
4.343434343434343786e-08,2.041492898150184279e+26,2.050130629344030142e+26,2.057333414517811918e+26,2.058258625436509388e+26,2.059636000749899628e+26,1.058985641937135102e+26,9.632363308514748112e+25
4.393939393939393941e-08,2.041217271829349799e+26,2.049964180864680264e+26,2.057253245182734577e+26,2.058189223920887492e+26,2.059582496657144039e+26,1.059699526477654163e+26,9.638268452464017735e+25
4.444444444444444758e-08,2.040941123215103371e+26,2.049797535575997727e+26,2.057173028884141487e+26,2.058119787078857221e+26,2.059528971457736840e+26,1.060411040222236669e+26,9.644157135920966178e+25
4.494949494949494913e-08,2.040664450870819666e+26,2.049630693139544262e+26,2.057092765581917655e+26,2.058050314884190069e+26,2.059475425139618792e+26,1.061120199372720751e+26,9.650029444615664391e+25
4.545454545454545730e-08,2.040387253354791207e+26,2.049463653216140805e+26,2.057012455235913038e+26,2.057980807310637600e+26,2.059421857690736155e+26,1.061827019973143657e+26,9.655885463664406730e+25
4.595959595959595885e-08,2.040109529220201222e+26,2.049296415465845161e+26,2.056932097805925367e+26,2.057911264331918738e+26,2.059368269099008734e+26,1.062531517911655772e+26,9.661725277575126046e+25
4.646464646464646702e-08,2.039831277015103033e+26,2.049128979547970559e+26,2.056851693251714924e+26,2.057841685921737975e+26,2.059314659352368012e+26,1.063233708922433588e+26,9.667548970252868916e+25
4.696969696969696857e-08,2.039552495282392218e+26,2.048961345121067443e+26,2.056771241532986324e+26,2.057772072053760977e+26,2.059261028438715928e+26,1.063933608587534271e+26,9.673356625005075012e+25
4.747474747474747674e-08,2.039273182559802151e+26,2.048793511842932404e+26,2.056690742609416353e+26,2.057702422701644132e+26,2.059207376345963005e+26,1.064631232338755046e+26,9.679148324546956119e+25
4.797979797979797830e-08,2.038993337379853146e+26,2.048625479370589283e+26,2.056610196440616857e+26,2.057632737839000536e+26,2.059153703061995720e+26,1.065326595459433982e+26,9.684924151006636353e+25
4.848484848484848646e-08,2.038712958269862075e+26,2.048457247360315282e+26,2.056529602986179408e+26,2.057563017439435381e+26,2.059100008574706730e+26,1.066019713086258177e+26,9.690684185930474484e+25
4.898989898989899463e-08,2.038432043751894616e+26,2.048288815467610045e+26,2.056448962205625143e+26,2.057493261476514346e+26,2.059046292871966361e+26,1.066710600211008375e+26,9.696428510288035790e+25
4.949494949494949619e-08,2.038150592342755968e+26,2.048120183347210082e+26,2.056368274058443930e+26,2.057423469923783869e+26,2.058992555941642190e+26,1.067399271682319558e+26,9.702157204477285531e+25
4.999999999999999774e-08,2.037868602553969896e+26,2.047951350653087748e+26,2.056287538504085436e+26,2.057353642754763586e+26,2.058938797771595951e+26,1.068085742207377111e+26,9.707870348329588292e+25
7.487437185929648395e-08,2.023402209459220487e+26,2.039423710493707374e+26,2.052261573625737599e+26,2.053877330006921092e+26,2.056268987267098860e+26,1.099780631729451722e+26,9.974050229029306413e+25
9.974874371859297015e-08,2.007325595848253520e+26,2.030325202282446703e+26,2.048106052527564490e+26,2.050304186097257150e+26,2.053541885163572261e+26,1.127108114744379567e+26,1.020750250366753884e+26
1.246231155778894299e-07,1.989509227052993793e+26,2.020646419394019865e+26,2.043825178664156800e+26,2.046637935552743255e+26,2.050760219564289638e+26,1.151445542517142859e+26,1.041726364268001651e+26
1.494974874371859426e-07,1.969669770124894593e+26,2.010332327070836408e+26,2.039413377288062945e+26,2.042875004840918979e+26,2.047922398075055016e+26,1.173418305034259294e+26,1.060764716912141879e+26
1.743718592964824023e-07,1.947462690977532940e+26,1.999321024934768158e+26,2.034864749335824071e+26,2.039011640818144264e+26,2.045026767552840312e+26,1.193471036641212798e+26,1.078192782162496393e+26
1.992462311557788885e-07,1.922466012622614205e+26,1.987542696516359982e+26,2.030173048302390946e+26,2.035043899603841237e+26,2.042071611170463818e+26,1.211929546179591307e+26,1.094263730824431303e+26
2.241206030150753747e-07,1.894159088992744050e+26,1.974918371120878868e+26,2.025331655179044204e+26,2.030967634634796531e+26,2.039055145295312734e+26,1.229038905446069601e+26,1.109176467537296432e+26
2.489949748743718345e-07,1.861894722089796355e+26,1.961358460462446910e+26,2.020333551270620897e+26,2.026778483829296580e+26,2.035975516165672423e+26,1.244987740000829910e+26,1.123089525723967822e+26
2.738693467336683471e-07,1.824862349923590137e+26,1.946761024385830912e+26,2.015171288688545937e+26,2.022471855784046940e+26,2.032830796346332822e+26,1.259924214150355551e+26,1.136130905229842562e+26
2.987437185929648069e-07,1.782039125225212295e+26,1.931009710047457445e+26,2.009836958294618694e+26,2.018042914919241743e+26,2.029618980942813572e+26,1.273966842148382392e+26,1.148405167852325602e+26
3.236180904522613196e-07,1.732124034300629666e+26,1.913971296684294165e+26,2.004322154846730103e+26,2.013486565478742275e+26,2.026337983551069670e+26,1.287211978682706044e+26,1.159998641257062881e+26
3.484924623115577793e-07,1.673446073184522697e+26,1.895492762919641512e+26,1.998617939070988134e+26,2.008797434283037938e+26,2.022985631916472161e+26,1.299739120969737060e+26,1.170983293621555769e+26
3.733668341708542920e-07,1.603824138430173325e+26,1.875397774453643343e+26,1.992714796355205511e+26,2.003969852122230906e+26,2.019559663272515519e+26,1.311614734409741420e+26,1.181419658366711835e+26
3.982412060301507517e-07,1.520304660434748685e+26,1.853482465273339937e+26,1.986602591725744367e+26,1.998997833664925747e+26,2.016057719325793930e+26,1.322895060980578993e+26,1.191359069611009953e+26
4.231155778894472644e-07,1.418471625598294141e+26,1.829510351970111190e+26,1.980270520732971946e+26,1.993875055745977806e+26,2.012477340849194098e+26,1.333628213346957492e+26,1.200845390419244902e+26
4.479899497487437241e-07,1.289739271427286232e+26,1.803206171702514646e+26,1.973707055829788950e+26,1.988594833882020563e+26,2.008815961840189964e+26,1.343855758744146808e+26,1.209916362989261670e+26
4.728643216080401839e-07,1.104706894531621737e+26,1.774248355174389337e+26,1.966899887782000157e+26,1.983150096847723528e+26,2.005070903194925217e+26,1.353613932649589084e+26,1.218604673668492056e+26
4.977386934673366436e-07,7.055033478247266953e+25,1.742259703396979814e+26,1.959835861598653114e+26,1.977533359128336541e+26,2.001239365842051119e+26,1.362934579946962016e+26,1.226938800482316161e+26
5.226130653266332092e-07,8.987487854857111319e+24,1.706795552616313246e+26,1.952500906413567551e+26,1.971736691044364901e+26,1.997318423272112613e+26,1.371845892819791917e+26,1.234943693076676792e+26
5.474874371859295631e-07,-1.575647776455240733e+23,1.667328095568556227e+26,1.944879958686186436e+26,1.965751686322523596e+26,1.993305013389116786e+26,1.380372995132771686e+26,1.242641322273055354e+26
5.723618090452261287e-07,1.069698994598675323e+22,1.623224101205905012e+26,1.936956878018821281e+26,1.959569426862824521e+26,1.989195929600149048e+26,1.388538409522010492e+26,1.250051127244507302e+26
5.972361809045226943e-07,-6.334747817914927677e+20,1.573709779549990636e+26,1.928714354808189490e+26,1.953180444424640392e+26,1.984987811046651091e+26,1.396362433871999802e+26,1.257190381598189684e+26
6.221105527638190482e-07,3.619240008011103846e+19,1.517807439540641962e+26,1.920133808859769455e+26,1.946574678924417767e+26,1.980677131866484167e+26,1.403863447038087718e+26,1.264074494676958476e+26
6.469849246231156138e-07,-2.018201938241824000e+18,1.454203099042326998e+26,1.911195277993027803e+26,1.939741433004160664e+26,1.976260189359539772e+26,1.411058158739238827e+26,1.270717260676679815e+26
6.718592964824119676e-07,1.112564883072081280e+17,1.380925422674430386e+26,1.901877295551326028e+26,1.932669322492326353e+26,1.971733090910392304e+26,1.417961814932534951e+26,1.277131065371111758e+26
6.967336683417085333e-07,-6.133714474165292000e+15,1.294436937825997241e+26,1.892156755600008562e+26,1.925346222336918513e+26,1.967091739499361234e+26,1.424588367303768572e+26,1.283327058098393744e+26
7.216080402010050989e-07,3.422802174226723125e+14,1.186533227647627116e+26,1.882008764445842241e+26,1.917759207543902452e+26,1.962331817607848906e+26,1.430950613502194440e+26,1.289315295017924108e+26
7.464824120603014527e-07,-1.956589044334707031e+13,1.030678271898479363e+26,1.871406476935229790e+26,1.909894488601754020e+26,1.957448769294057310e+26,1.437060313226139853e+26,1.295104858366833900e+26
7.713567839195980184e-07,1.156894472558998535e+12,7.140289419980073700e+25,1.860320915780408566e+26,1.901737340814482872e+26,1.952437780181198886e+26,1.442928284098353748e+26,1.300703955439935745e+26
7.962311557788945840e-07,-7.107208172722807312e+10,1.661483031939001287e+25,1.848720771910569327e+26,1.893272026899723686e+26,1.947293755060696521e+26,1.448564480361421846e+26,1.306120000217233950e+26
8.211055276381909378e-07,4.524810238857202530e+09,-5.138203337256992978e+22,1.836572183532734855e+26,1.884481712134466434e+26,1.942011292767416172e+26,1.453978056705805462e+26,1.311359679918351008e+26
8.459798994974875035e-07,-2.959593082833564878e+08,9.589291912926836818e+20,1.823838491190762904e+26,1.875348371247312908e+26,1.936584657931476951e+26,1.459177418966117284e+26,1.316429008235359866e+26
8.708542713567838573e-07,1.965409377121327072e+07,5.608286227598193459e+19,1.810479965592981405e+26,1.865852686160872031e+26,1.931007749150770501e+26,1.464170262947378166e+26,1.321333366554811438e+26
8.957286432160804229e-07,-1.309279900490168482e+06,4.712785737101578240e+18,1.796453504283093243e+26,1.855973933578654133e+26,1.925274063058828570e+26,1.468963602244206810e+26,1.326077534103978293e+26
9.206030150753769885e-07,8.656997178193446598e+04,-1.198324455021096960e+18,1.781712292268018882e+26,1.845689861284447921e+26,1.919376653683020494e+26,1.473563785570278884e+26,1.330665707627234735e+26
9.454773869346733424e-07,-5.631288214508828787e+03,1.485893736468392320e+17,1.766205420353866038e+26,1.834976551873768965e+26,1.913308086396580847e+26,1.477976503805747132e+26,1.335101510901816951e+26
9.703517587939699080e-07,3.576159995132757672e+02,-1.577629678951433200e+16,1.749877452964290268e+26,1.823808272460422667e+26,1.907060385663680589e+26,1.482206786683049269e+26,1.339387994126059555e+26
9.952261306532662619e-07,-2.200611850190384189e+01,1.617422290629515000e+15,1.732667934286181140e+26,1.812157308687037097e+26,1.900624975657610551e+26,1.486258988754981476e+26,1.343527622947531918e+26
1.020100502512562827e-06,1.300891273713019602e+00,-1.653464385351446875e+14,1.714510817166166604e+26,1.799993781102984173e+26,1.893992612696882829e+26,1.490136764013387306e+26,1.347522256634504772e+26
1.044974874371859181e-06,-7.300905239957447557e-02,1.694470749392699805e+13,1.695333792396127525e+26,1.787285441636821024e+26,1.887153308290942815e+26,1.493843028243718476e+26,1.351373114624265514e+26
1.069849246231155747e-06,3.816721910331370964e-03,-1.739266110446954590e+12,1.675057485450692947e+26,1.773997447453273525e+26,1.880096241414587720e+26,1.497379907901993104e+26,1.355080730398336037e+26
1.094723618090452313e-06,-1.792123718243970822e-04,1.786097164211009216e+11,1.653594471010727900e+26,1.760092108903106650e+26,1.872809658436874753e+26,1.500748673979120272e+26,1.358644891331376726e+26
1.119597989949748666e-06,6.907112343541768940e-06,-1.834121248518664169e+10,1.630848028739275546e+26,1.745528607480851295e+26,1.865280758915186445e+26,1.503949658966134774e+26,1.362064562830494222e+26
1.144472361809045232e-06,-1.468885531155422083e-07,1.883069016517093420e+09,1.606710519931015045e+26,1.730262678599663294e+26,1.857495565227871076e+26,1.506982154645938498e+26,1.365337794719177591e+26
1.169346733668341586e-06,-7.976322237043544891e-09,-1.932865463630174100e+08,1.581061191836152706e+26,1.714246252419469885e+26,1.849438773760012316e+26,1.509844288006607256e+26,1.368461607418906783e+26
1.194221105527638152e-06,1.406655076672877520e-09,1.983458281484968215e+07,1.553763093100459560e+26,1.697427043685918648e+26,1.841093585078477238e+26,1.512532872092483171e+26,1.371431855036869532e+26
1.219095477386934717e-06,-1.261819401478761697e-10,-2.034768201038698200e+06,1.524658569986818215e+26,1.679748078183013339e+26,1.832441510238738076e+26,1.515043228078093684e+26,1.374243061975978991e+26
1.243969849246231071e-06,8.647198867681538823e-12,2.086681063162398641e+05,1.493562432671180685e+26,1.661147138390038879e+26,1.823462150063852036e+26,1.517368974263300694e+26,1.376888229140772010e+26
1.268844221105527637e-06,-4.647926680952013304e-13,-2.139046955834758774e+04,1.460251182899936676e+26,1.641556103341333468e+26,1.814132943937467738e+26,1.519501777046743701e+26,1.379358605220337345e+26
1.293718592964823990e-06,1.627419776241109465e-14,2.191677133360239623e+03,1.424445366185442511e+26,1.620900146033189897e+26,1.804428884374632917e+26,1.521431058242531927e+26,1.381643417890763850e+26
1.318592964824120556e-06,2.123983838253153907e-16,-2.244337990956472879e+02,1.385779474867997032e+26,1.599096733590327680e+26,1.794322193402133298e+26,1.523143652373441005e+26,1.383729559104870172e+26
1.343467336683417122e-06,-1.047953549365227000e-16,2.296742900376441199e+01,1.343748324800215844e+26,1.576054346793134824e+26,1.783781956630662717e+26,1.524623406822504282e+26,1.385601217944408829e+26
1.368341708542713476e-06,1.184529636704137771e-17,-2.348542429732346726e+00,1.297606647648235816e+26,1.551670789719830119e+26,1.772773710884658045e+26,1.525850716987113582e+26,1.387239453830105744e+26
1.393216080402010041e-06,-9.240765259076248955e-19,2.399313100505310326e-01,1.246169770191624626e+26,1.525830885522237402e+26,1.761258981442857946e+26,1.526801987907702985e+26,1.388621702265413075e+26
1.418090452261306607e-06,5.064322901948201421e-20,-2.448544684347057909e-02,1.187389203276345985e+26,1.498403230134052226e+26,1.749194765428417375e+26,1.527449013314144567e+26,1.389721204801945041e+26
1.442964824120602961e-06,-9.331196458381453805e-22,2.495626059103002361e-03,1.117369804061624916e+26,1.469235464584253680e+26,1.736532958799251517e+26,1.527758262760026616e+26,1.390506354661603051e+26
1.467839195979899526e-06,-2.253187415887164965e-22,-2.539829760351664618e-04,1.027868185103279431e+26,1.438147158398887947e+26,1.723219725895698004e+26,1.527690067657767119e+26,1.390939949579101971e+26
1.492713567839195880e-06,4.152962537478610519e-23,2.580295559624051541e-05,8.994510441126835679e+25,1.404918735076428699e+26,1.709194812821865814e+26,1.527197697807444564e+26,1.390978344142070279e+26
1.517587939698492446e-06,-4.802269895104836822e-24,-2.616013683701083456e-06,6.859284428291972875e+25,1.369273640523265801e+26,1.694390809348862341e+26,1.526226321730972162e+26,1.390570495481225236e+26
1.542462311557789011e-06,4.452944962292285912e-25,2.645808687135785418e-07,3.364587811879949221e+25,1.330848575090636227e+26,1.678732368882270402e+26,1.524711847183347212e+26,1.389656898969408933e+26
1.567336683417085365e-06,-3.445722480048333850e-26,-2.668325534923446679e-08,4.899283431012886955e+24,1.289141788327785949e+26,1.662135402759590459e+26,1.522579643139174313e+26,1.388168415107724431e+26
1.592211055276381931e-06,2.121760295375870107e-27,2.682020176872243765e-09,1.613315734520992765e+23,1.243419143678816649e+26,1.644506274241065136e+26,1.519743152015932839e+26,1.386024995624883063e+26
1.617085427135678285e-06,-7.688217306361897431e-29,-2.685157825471969084e-10,3.550806205858920268e+21,1.192534352735306604e+26,1.625741029598373769e+26,1.516102411724030838e+26,1.383134326752609067e+26
1.641959798994974850e-06,-4.046996550376437250e-30,2.675823290841170389e-11,5.445603217273788006e+19,1.134563468156181169e+26,1.605724719290445346e+26,1.511542522315194791e+26,1.379390421572195104e+26
1.666834170854271416e-06,1.275417502773587713e-30,-2.651949044184459125e-12,3.399226394978373120e+17,1.066008688510633948e+26,1.584330881903582400e+26,1.505932112650129340e+26,1.374672212278422951e+26
1.691708542713567770e-06,-1.797151957090511978e-31,2.611368064509996989e-13,-4.416583891675991200e+16,9.799383644745698927e+25,1.561421287718705145e+26,1.499121889783031206e+26,1.368842218241652181e+26
1.716582914572864335e-06,1.985404307001990940e-32,-2.551899737584715418e-14,-4.782700273401184375e+14,8.614993477712016677e+25,1.536846067480124737e+26,1.490943388703374065e+26,1.361745397820337773e+26
1.741457286432160689e-06,-1.898487448957049963e-33,2.471477699098104891e-15,-9.334900632699267188e+13,6.793322121417967245e+25,1.510444384532926153e+26,1.481208083311350818e+26,1.353208331561094604e+26
1.766331658291457255e-06,1.618454887349779439e-34,-2.368327864865305116e-16,4.247888814675031738e+12,3.961304731023749935e+25,1.482045843222829370e+26,1.469707070789501634e+26,1.343038931498670440e+26
1.791206030150753821e-06,-1.233941707485513447e-35,2.241201973874779727e-17,-2.582687346356800537e+11,1.020577529040637275e+25,1.451472859899209142e+26,1.456211599080294006e+26,1.331026924093140090e+26
1.816080402010050174e-06,8.262398214788585683e-37,-2.089665482368712665e-18,2.033297909731826401e+10,7.866415492412563941e+23,1.418544249282359617e+26,1.440474766744904015e+26,1.316945409022921584e+26
1.840954773869346740e-06,-4.593532286114700714e-38,1.914427139160532465e-19,-1.170853706734097481e+09,4.390592641840872790e+22,1.383080289603656011e+26,1.422234778265107627e+26,1.300553845434852575e+26
1.865829145728643094e-06,1.743602764265342523e-39,-1.717679893017970170e-20,7.451270581734949350e+07,2.654997039416063033e+21,1.344909512598567346e+26,1.401220173373375279e+26,1.281602849879468744e+26
1.890703517587939659e-06,1.192630184933650442e-41,1.503398971729699226e-21,-4.489089660350723192e+06,1.656037212208043459e+20,1.303877403593848109e+26,1.377157448275977704e+26,1.259841189529368387e+26
1.915577889447236437e-06,-1.043430808604380948e-41,-1.277515704025363720e-22,2.479597656591391424e+05,1.054640721332619469e+19,1.259857074968426394e+26,1.349781426325465414e+26,1.235025298965852472e+26
1.940452261306532579e-06,1.235338212883082016e-42,1.047862099546014789e-23,-1.358945092886456951e+04,6.954599059949473280e+17,1.212761776524959334e+26,1.318848589062263263e+26,1.206931514280530929e+26
1.965326633165829145e-06,-9.806912855156232854e-44,-8.237745891031293425e-25,6.693424277309800345e+02,4.740792074461848000e+16,1.162558818479681546e+26,1.284153320302459952e+26,1.175370981270515035e+26
1.990201005025125710e-06,5.616664376368468469e-45,6.152745462407584308e-26,-3.059069904672258389e+01,3.407688653415867500e+15,1.109284110741240749e+26,1.245546630848547228e+26,1.140206841103489870e+26
2.015075376884422276e-06,-1.891297542229537929e-46,-4.318276972995969312e-27,1.273424152999046433e+00,2.568888228548662812e+14,1.053056093222195341e+26,1.202956426369545730e+26,1.101372833338723349e+26
2.039949748743718418e-06,-3.299970088851672909e-48,2.808316183917116133e-28,-4.311310565030417735e-02,2.074415341398911719e+13,9.940874047617833429e+25,1.156407798832811116e+26,1.058891921874915116e+26
2.064824120603014984e-06,1.026711563205709975e-48,-1.661655088621810552e-29,1.404289679312975417e-03,1.784402612870903076e+12,9.326923046159718285e+25,1.106041251668407827e+26,1.012893026010029844e+26
2.089698492462311549e-06,-7.999323642970989870e-50,8.728414633346637385e-31,-2.321175083439521922e-05,1.661932409458037415e+11,8.692877351379903684e+25,1.052126345742047436e+26,9.636235503509726025e+25
2.114572864321608115e-06,3.429370111089452787e-51,-3.932773118660278516e-32,7.713845389660592479e-07,1.673320582804131508e+10,8.043861084558536986e+25,9.950681394510354246e+25,9.114553027041014505e+25
2.139447236180904680e-06,-5.670445691532471132e-53,1.444221886512133967e-33,8.234921335401075668e-09,1.837113715966794014e+09,7.385784798056517135e+25,9.354041396432200822e+25,8.568817039739747582e+25
