1.000000000000000021e-08,1.194317472448163736e-39,6.517330410570395480e-35,6.799838791811689134e-28,6.290288340381738527e-21,6.290289020365683242e-21
2.000000000000000042e-08,2.195311427002144029e-39,8.740831767927766490e-35,8.203428999311670030e-28,6.826233578869318737e-21,6.826234399212305386e-21
3.000000000000000394e-08,4.611490331043551945e-39,1.250225949679583320e-34,1.031244701280470533e-27,7.541852083292788750e-21,7.541853114537615332e-21
4.000000000000000084e-08,1.071227282037460306e-38,1.877129282423050969e-34,1.337203581632472622e-27,8.445861141292615892e-21,8.445862478496385024e-21
4.999999999999999774e-08,2.691746479621126410e-38,2.927176180380745605e-34,1.776432789180801780e-27,9.558544319024081976e-21,9.558546095457164553e-21
5.999999999999999464e-08,7.197523755335880699e-38,4.703501558431221489e-34,2.405591960159913991e-27,1.090851653135167246e-20,1.090851893694410366e-20
6.999999999999999154e-08,2.021818627894510007e-37,7.739586328178035628e-34,3.307463396690780637e-27,1.253185622176000072e-20,1.253185952922417237e-20
7.999999999999998844e-08,5.904396873023865200e-37,1.297630430943089531e-33,4.602245684153906808e-27,1.447210269674935403e-20,1.447210729899633604e-20
8.999999999999998534e-08,1.777134110108448257e-36,2.207529962062780018e-33,6.463775329258210882e-27,1.678065689025225808e-20,1.678066335402979756e-20
9.999999999999998224e-08,5.472806843345947149e-36,3.797150604519926230e-33,9.142572998938641978e-27,1.951740660069055630e-20,1.951741574326735917e-20
1.099999999999999791e-07,1.713785384216786157e-35,6.584277001391456892e-33,1.299832769722808590e-26,2.275149445583908791e-20,2.275150745417338631e-20
1.199999999999999893e-07,5.428271148429434148e-35,1.148020131452761273e-32,1.854535385469263053e-26,2.656218541408479668e-20,2.656220395945018634e-20
1.299999999999999994e-07,1.731229300005592628e-34,2.008314473207652849e-32,2.651574525285879785e-26,3.103980733532190956e-20,3.103983385108742140e-20
1.400000000000000095e-07,5.537854429083740950e-34,3.518340321164675453e-32,3.794647197396783260e-26,3.628674576096135056e-20,3.628678370746906176e-20
1.500000000000000197e-07,1.770781837171712742e-33,6.162616920522222636e-32,5.429859533238859962e-26,4.241847751675896932e-20,4.241853181541770121e-20
1.600000000000000298e-07,5.643805322977394892e-33,1.077728656214600656e-31,7.761919186872436695e-26,4.956462925948252223e-20,4.956470687878780858e-20
1.700000000000000400e-07,1.788489317001149870e-32,1.879540685116691185e-31,1.107595687003782641e-25,5.787004765137136390e-20,5.787015841114589984e-20
1.800000000000000501e-07,5.623234129601972534e-32,3.265483887253377064e-31,1.576670116756395532e-25,6.749586798373968182e-20,6.749602565113413979e-20
1.900000000000000602e-07,1.750992767869429915e-31,5.646993939241470030e-31,2.237717302578972578e-25,7.862056806229657854e-20,7.862079183476663727e-20
2.000000000000000704e-07,5.391527233439343390e-31,9.712665136442981598e-31,3.164959433907754540e-25,9.144099416901573175e-20,9.144131066646954860e-20
2.100000000000000805e-07,1.639467983220274058e-30,1.660497033018544697e-30,4.459182782565264482e-25,1.061733460189233822e-19,1.061737919405016033e-19
2.200000000000000906e-07,4.917938528750298166e-30,2.820249303277067158e-30,6.256339084895751169e-25,1.230541078857124473e-19,1.230547335273591273e-19
2.300000000000001008e-07,1.453976841892744628e-29,4.756595719125430719e-30,8.738592045331540098e-25,1.423409135031935267e-19,1.423417873816944336e-19
2.400000000000000844e-07,4.233519299884774043e-29,7.963570198365244181e-30,1.214839150141025894e-24,1.643133329688335618e-19,1.643145478582824636e-19
2.500000000000000946e-07,1.213255798848385120e-28,1.323108480932270090e-29,1.680626412813047793e-24,1.892735706774070178e-19,1.892752514383764922e-19
2.600000000000001047e-07,3.420592074219568180e-28,2.181014368555370385e-29,2.313312727675417013e-24,2.175470642846037020e-19,2.175493779612007465e-19
2.700000000000001148e-07,9.483903509122691933e-28,3.566311947523482029e-29,3.167806112793073021e-24,2.494829758232536926e-19,2.494861446134199762e-19
2.800000000000001250e-07,2.585177969817196633e-27,5.783893096828640671e-29,4.315261287368032908e-24,2.854545673448950577e-19,2.854588852491993248e-19
2.900000000000001351e-07,6.926730496872308352e-27,9.302963411805268245e-29,5.847285377631088409e-24,3.258594548100486054e-19,3.258653091151863759e-19
3.000000000000001452e-07,2.196988382674184037e-19,2.152554617128030191e-14,1.488397566508249705e-10,9.124872020247706333e-07,9.126360633071874145e-07
3.100000000000001554e-07,1.666056491330185027e-18,2.923181854463515384e-13,1.058635625807420330e-09,3.399227527170723310e-06,3.400286455116382295e-06
3.200000000000001655e-07,8.953837872424039305e-18,2.046985921531756511e-12,4.732945943262674532e-09,9.702670696612949335e-06,9.707405689551087472e-06
3.300000000000001756e-07,4.170229563694039393e-17,1.105211038297706736e-11,1.802012459196974905e-08,2.605034169121577740e-05,2.606837286795983411e-05
3.400000000000001858e-07,1.790626743019055600e-16,5.206095975651947468e-11,6.310158465879844783e-08,6.781275996807111970e-05,6.787591361386873163e-05
3.500000000000001959e-07,7.275220922121103941e-16,2.253379009508531066e-10,2.093084163730958424e-07,1.723781432002925479e-04,1.725876769552941276e-04
3.600000000000002061e-07,2.833333672549290752e-15,9.194647331102312862e-10,6.671138749224629982e-07,4.291488269830000561e-04,4.298168603254889290e-04
3.700000000000002162e-07,1.065267151634924099e-14,3.586656838816353022e-09,2.059161111984023775e-06,1.048175219765908094e-03,1.050237967545383528e-03
3.800000000000002263e-07,3.883047196575734088e-14,1.348494874937420877e-08,6.184153426038824018e-06,2.514515229368639686e-03,2.520712867782258417e-03
