t(s),solute flux surface 1 (H m-2 s-1),Total T surface 1 (K),Total retention volume 1 (H m-2),Total solute volume 1 (H m-2),Total 1 volume 1 (H m-2),Recycling coefficient at surface 1 ()
0.5489827904484171,-3.138055202444009e+22,411.91302490323375,2.4689943330416038e+19,3.3976770843745696e+17,2.435017562197858e+19,0.9965944883994348
0.557539466495025,-3.1380728749111456e+22,412.143471360836,2.4880952214114742e+19,3.413980191322264e+17,2.4539554194982535e+19,0.99660010088303
0.5669518101462936,-3.1380914013187584e+22,412.39191883380687,2.5089318215685534e+19,3.430749662685602e+17,2.4746243249416987e+19,0.9966059845640125
0.5755084861929014,-3.138108351879387e+22,412.6136871454402,2.5277291447824732e+19,3.447108643248612e+17,2.493258058349987e+19,0.9966113677820275
0.58492082984417,-3.1381259412960296e+22,412.8527821846054,2.548240642554369e+19,3.463357439902926e+17,2.5136070681553388e+19,0.9966169538901579
0.5952744078605655,-3.1381448294999886e+22,413.1100480538991,2.57060772945736e+19,3.481573735722677e+17,2.5357919921001337e+19,0.9966229524716828
0.6046867515118342,-3.1381616163405003e+22,413.33927734385486,2.590783441188356e+19,3.497981634021724e+17,2.5558036248481395e+19,0.9966282836948934
0.6150403295282296,-3.138179747868503e+22,413.58593126262343,2.612788997756518e+19,3.5161919315591194e+17,2.5776270784409272e+19,0.9966340419686356
0.6244526731794983,-3.1381960278259853e+22,413.8057078172701,2.6326408165094523e+19,3.532915670482124e+17,2.597311659804629e+19,0.9966392122141704
0.6348062511958937,-3.138213209964111e+22,414.0421933728519,2.654299920390303e+19,3.55048766999506e+17,2.618795043690353e+19,0.9966446689773726
0.6442185948471624,-3.138228964077638e+22,414.252911874841,2.67384173158393e+19,3.567588412607585e+17,2.638165847457854e+19,0.9966496722235546
0.6545721728635578,-3.1382452105284466e+22,414.479653166414,2.695169514867242e+19,3.584408912054909e+17,2.6593254257466925e+19,0.9966548318279232
0.6659611086815929,-3.1382628176999905e+22,414.7231065463072,2.7184295493745226e+19,3.6036886468194816e+17,2.6823926629063274e+19,0.9966604235747171
0.6763146866979883,-3.1382783427991638e+22,414.93960730783783,2.739414294837382e+19,3.6206949154230694e+17,2.703207345683151e+19,0.9966653540897239
0.6877036225160233,-3.1382952451666948e+22,415.1720680076146,2.7623050147173065e+19,3.6399880247871014e+17,2.7259051344694366e+19,0.9966707220024072
0.6980572005324188,-3.138310364790061e+22,415.3787951396822,2.782958217741283e+19,3.6574788657178854e+17,2.7463834290841035e+19,0.9966755237449966
0.7094461363504538,-3.1383263144962903e+22,415.600763935314,2.805495090743974e+19,3.6759389333857184e+17,2.768735701410118e+19,0.9966805891081896
0.7197997143668493,-3.1383410377393917e+22,415.7981624012585,2.8258307187483816e+19,3.694106725035922e+17,2.7888896514980217e+19,0.9966852649669554
0.7311886501848843,-3.1383560758901105e+22,416.01011667284394,2.848028640883505e+19,3.711636150117357e+17,2.8109122793823326e+19,0.996690040835178
0.7415422282012798,-3.138370166387963e+22,416.1986107058003,2.868062682918366e+19,3.7298645209410976e+17,2.8307640377089544e+19,0.9966945157445064
0.7529311640193148,-3.138384758054905e+22,416.40100564541297,2.8899339454684967e+19,3.747679230327705e+17,2.852457153165222e+19,0.996699149816858
0.7654589934191534,-3.1384001691187566e+22,416.6178100871499,2.913799266941907e+19,3.7671166128035866e+17,2.8761281008138723e+19,0.9967040441161306
0.7768479292371884,-3.1384143866270065e+22,416.8102013914493,2.935333091323729e+19,3.78610835016521e+17,2.897472007822078e+19,0.9967085593618629
0.7893757586370269,-3.138429028822796e+22,417.01629191934137,2.9588368630677914e+19,3.804885422389864e+17,2.9207880088438936e+19,0.9967132094813416
0.8007646944550619,-3.138442913826723e+22,417.19917728007084,2.980045792754264e+19,3.824651199581663e+17,2.941799280758448e+19,0.9967176191291942
0.8132925238549005,-3.1384570230292643e+22,417.39508666294864,3.003198857589384e+19,3.843284369978863e+17,2.964766013889596e+19,0.9967220999788228
0.8270731361947229,-3.138472293780249e+22,417.60440065462205,3.028456788447009e+19,3.8648363253832634e+17,2.9898084251931783e+19,0.996726949717047
0.8396009655945614,-3.138486048586229e+22,417.7897068714589,3.0512462257795445e+19,3.8846443487530394e+17,3.0123997822920163e+19,0.9967313180161828
0.8533815779343839,-3.1385004987060037e+22,417.9876941037687,3.076115475193936e+19,3.905420020916887e+17,3.0370612749847663e+19,0.9967359071354924
0.8659094073342224,-3.138514089512076e+22,418.16297421447774,3.0985536203300667e+19,3.926532476600058e+17,3.059288295564065e+19,0.9967402233509669
0.8796900196740448,-3.138527726693407e+22,418.3502508545885,3.1230476511265223e+19,3.9462647321126995e+17,3.0835850038053937e+19,0.9967445542944573
0.8922178490738834,-3.138540731999781e+22,418.51605009799124,3.1451520234753364e+19,3.967492270944702e+17,3.1054771007658906e+19,0.9967486845649007
0.9036067848919184,-3.138552231547889e+22,418.66318536324883,3.1651159397202133e+19,3.985604887691228e+17,3.1252598908433002e+19,0.9967523366313955
0.9161346142917569,-3.138563997896271e+22,418.82080362487795,3.1869288406745686e+19,4.0038613503807136e+17,3.146890227170761e+19,0.9967560734292493
0.9275235501097919,-3.138575392313362e+22,418.96067963582675,3.2066289802596516e+19,4.0237506257751386e+17,3.1663914740019007e+19,0.9967596921078701
0.9400513795096305,-3.138586804609045e+22,419.11052235012994,3.228156162405592e+19,4.041669568545218e+17,3.187739466720139e+19,0.996763316464436
0.9538319918494529,-3.1385987788539926e+22,419.27062400095963,3.2516710502160343e+19,4.06149671683756e+17,3.2110560830476567e+19,0.9967671192868046
0.9663598212492914,-3.1386103280703765e+22,419.4123675536523,3.272903534241839e+19,4.0823862513636294e+17,3.2320796717282046e+19,0.9967707871271232
0.9801404335891138,-3.1386217171375496e+22,419.56381660144007,3.2961023182349718e+19,4.1009615243567334e+17,3.2550927029914046e+19,0.9967744041066983
0.9952991071629185,-3.1386344970683326e+22,419.72517375050364,3.3214272536930038e+19,4.124259724212502e+17,3.2801846564508762e+19,0.9967784628015774
1.0,-3.138638954947215e+22,419.77471297745126,3.32925987450856e+19,4.134155316873075e+17,3.2879183213398307e+19,0.9967798785502616
